FU Creation Date_min_inclusive,FU Creation Date_max_exclusive,Consignor Ext Id,originHub,destinationHub,_cf_fixed_ApprovedWeight,Approved Freight_1,Approved Freight_2,Distance(KM)
01-01-2025,31-12-2025,DHYD,HYDERABAD,SHANKARAMPET A-MEDAK,03MT,5500,8500,164
01-01-2025,31-12-2025,DHYD,HYDERABAD,SHANKARAMPET A-MEDAK,05MT,8500,13583,164
01-01-2025,31-12-2025,DBNG,BANGALORE,HALAGANAHALLI-MYSURU,03MT,8200,12000,231
01-01-2025,31-12-2025,DBNG,BANGALORE,HALAGANAHALLI-MYSURU,05MT,12000,19176,231
01-01-2025,31-12-2025,DJAB,JABALPUR,SIMARIYA-PANNA,03MT,5800,8000,144
01-01-2025,31-12-2025,DJAB,JABALPUR,SIMARIYA-PANNA,05MT,8000,12784,144
01-01-2025,31-12-2025,USIL,SILVASSA,NALLASOPARA (E)-THANE,09MT,10200,17800,124
01-01-2025,31-12-2025,USIL,SILVASSA,NALLASOPARA (E)-THANE,16MT,17800,23000,124
01-01-2025,31-12-2025,USIL,SILVASSA,NALLASOPARA (E)-THANE,21MT,23000,25500,124
01-01-2025,31-12-2025,USIL,SILVASSA,NALLASOPARA (E)-THANE,24MT,25500,31875,124
01-01-2025,31-12-2025,DGWA,GWALIOR,BILAUA-GWALIOR,03MT,3100,4800,48
01-01-2025,31-12-2025,DGWA,GWALIOR,BILAUA-GWALIOR,05MT,4800,7670,48
01-01-2025,31-12-2025,USUR,SURAJPUR,NOIDA-GAUTAM BUDDHA NAGAR,03MT,2700,4491,21
01-01-2025,31-12-2025,USUR,SURAJPUR,NOIDA-GAUTAM BUDDHA NAGAR,05MT,4500,5800,21
01-01-2025,31-12-2025,USUR,SURAJPUR,NOIDA-GAUTAM BUDDHA NAGAR,09MT,5800,8600,21
01-01-2025,31-12-2025,USUR,SURAJPUR,NOIDA-GAUTAM BUDDHA NAGAR,15MT,8600,10000,21
01-01-2025,31-12-2025,USUR,SURAJPUR,NOIDA-GAUTAM BUDDHA NAGAR,20MT,10000,11995,21
01-01-2025,31-12-2025,DBNG,BANGALORE,ANEKAL-BANGALORE,01MT,4800,4800,65
01-01-2025,31-12-2025,DBNG,BANGALORE,ARASIKERE-HASSAN,01MT,6300,6800,150
01-01-2025,31-12-2025,USIL,SILVASSA,RAMTEK-NAGPUR,09MT,37000,50500,882
01-01-2025,31-12-2025,USIL,SILVASSA,RAMTEK-NAGPUR,16MT,50500,64000,882
01-01-2025,31-12-2025,USIL,SILVASSA,RAMTEK-NAGPUR,21MT,64000,70000,882
01-01-2025,31-12-2025,USIL,SILVASSA,RAMTEK-NAGPUR,24MT,70000,87500,882
01-01-2025,31-12-2025,DJAI,JAIPUR,KHETRI-JHUNJHUNU,03MT,8100,12800,178
01-01-2025,31-12-2025,DJAI,JAIPUR,KHETRI-JHUNJHUNU,05MT,12800,20454,178
01-01-2025,31-12-2025,DJAB,JABALPUR,MAIHAR-SATNA,03MT,6000,8500,166
01-01-2025,31-12-2025,DJAB,JABALPUR,MAIHAR-SATNA,05MT,8500,13583,166
01-01-2025,31-12-2025,DBNG,BANGALORE,BANGALORE-BANGALORE,01MT,3200,3200,30
01-01-2025,31-12-2025,DBNG,BANGALORE,COTTONPET CROSS-BANGALORE,01MT,3200,3200,30
01-01-2025,31-12-2025,DBNG,BANGALORE,HASSAN-HASSAN,01MT,6400,6400,161
